분야,헤드라인,신문사,뉴스url,본문요약,keyword,총 댓글수,긍정적 댓글비율(%)
정치,"이인영 ""한국당과 더 이상 대화 무의미…협상의 정치 종언""(종합)",연합뉴스,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=001&aid=0011248627&date=20191201&type=1&rankingSectionId=100&rankingSeq=29,"['2019.12.1 toadboy@yna .co .kr 기자 간담회하는 이인 영 원내 대표( 서울= 연합 뉴스) 하사헌 기자 = 더 불어 민주당 이인영 원내 대표가 1일 오전 서울 여의도 국회에서 기자 간담회를 하고 있다.', '2019.12.1 toadboy@yna .co .kr 기자 간담회하는 이인 영 원내 대표( 서울= 연합 뉴스) 하사헌 기자 = 더 불어 민주당 이인영 원내 대표가 1일 오전 서울 여의도 국회에서 기자 간담회를 하고 있다.', '2019.12.1 toadboy@yna .co .kr "" 원 포인트 본회의, 검토 가능… 민생 법안 처리정신 지켜 질지 의심"""" 민생 개혁 원하는 정치세력과 사태 해결… 한국당 대대적 \' 법질 극\'""( 서울= 연합 뉴스) 차지 연 이 보배 기자 = 더 불어 민주당 이인영 원내 대표는 1일 자유 한국 당의 199개 안건에 대해 필리 버스터( 합법적 의사 진행 방해 )를 신청한 것과 관련, "" 공존의 정치, 협상의 정치가 종언을 고했다"" 고 강하게 비판했다.']",['한국'],1071,26.05042016806723
정치,"한국당 '친문농단 게이트' 국정조사 요구…與 ""대응할 가치없어""(종합)",연합뉴스,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=001&aid=0011249195&date=20191201&type=1&rankingSectionId=100&rankingSeq=30,"[""[ 연합 뉴스 자료사진] 발언하는 한국 당 곽 상도 의원( 서울= 연합 뉴스) 안 정원 기자 = 자유 한국 당 곽 상도 의원이 지난달 28일 오후 서울 여의도 국회에서 열린 ' 울산시장 부정선거 등 친 문 게이트 진상조사위원회 1차 회의 '에서 발언하고 있다."", ""0eun @yna .co .kr 친 문 게이트 진상조사 위에서 발언하는 나 경원 원내 대표( 서울= 연합 뉴스) 하사헌 기자 = 자유 한국 당 나 경원 원내 대표가 1일 오후 서울 여의도 국회에서 열린 ' 울산시장 부정선거 등 친 문 게이트 진상조사위원회' 회의에서 발언하고 있다."", ""2019.12.1 toadboy@yna .co .kr 친 문 게이트 진상조사 위에서 발언하는 나 경원 원내 대표( 서울= 연합 뉴스) 하사헌 기자 = 자유 한국 당 나 경원 원내 대표가 1일 오후 서울 여의도 국회에서 열린 ' 울산시장 부정선거 등 친 문 게이트 진상조사위원회' 회의에서 발언하고 있다.""]",['대한'],891,26.038159371492704
경제,아버지 채무 때문에 '상속포기'···내 딸이 그 빚 물려받는다,중앙일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=025&aid=0002956932&date=20191201&type=1&rankingSectionId=101&rankingSeq=1,"['A : 곽 종규 KB 국민은행 WM 투자자 문부 변호사는 “ 상담을 해보면 자녀가 부모의 상속만 포기하면 끝난 줄 알았다가 손자녀에게 빚이 넘어간다는 얘기에 놀라곤 한다” 면서 “ 가족이 상의를 한 뒤 피상속인 자녀 중 한명이 한정 승인을 받은 뒤 나머지 형제가 상속 포기를 하는 게 가장 원만한 해결책” 이라고 말했다.', '━ 어머니가 한정 승인해도 손자에게 빚 상속 [ 사진 pixabay] [ 사진 pixabay] ━ 상속 포기 각서 써도 법원 신청해야 효력 ━ 피상속인 차량 처분하면 한정 승인 취소 자료: 금융감독원 자료: 금융감독원 주의할 부분이 있다.', '상속 포기와 한정 승인을 할 때는 주의할 점이 많다.']",['상속'],888,26.013513513513516
경제,887회 로또당첨번호 조회 결과 서울 1등 3명 최다…전체 38%,더팩트,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=629&aid=0000005198&date=20191201&type=1&rankingSectionId=101&rankingSeq=2,"['로또 887회 당첨번호 1등 8명. 제 887회 로또 복권 1등 당첨번호 6개를 모두 맞힌 주인공은 8명이다.', '/ 동 행복권 캡처 로또 887회 당첨번호 1등 8명. 제 887회 로또 복권 1등 당첨번호 6개를 모두 맞힌 주인공은 8명이다.', '제 887회 로또 복권 1등 당첨자 전체 8명 중 3명이 서울 지역에서 로또를 샀다.']",['로또'],81,30.864197530864196
경제,8명이 각각 25억원씩…제887회 로또당첨번호는?,국민일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=005&aid=0001264176&date=20191201&type=1&rankingSectionId=101&rankingSeq=3,"['당첨번호 6개를 모두 맞힌 1등 당첨자는 8명으로 각각 25억 3527 만원씩 받게 된다.', '이 중에서 경기 이천과 경남 창원의 당첨자가 수동 방식으로 복권을 구입했으면 서울 중랑구에서 구입한 1등 당첨자는 반자동 방식으로 구입했다.', '당첨번호 5개와 보너스 번호가 일치하는 2등은 66명으로 각각 512 만원씩 받는다.']",['당첨'],119,27.73109243697479
경제,“삼성전자를 지금이라도 매수할까요?”,머니투데이,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=008&aid=0004317886&date=20191201&type=1&rankingSectionId=101&rankingSeq=4,"['최근에 대학원 동문 송년회에서 만난 한 후배도 연말 랠리가 조심스럽게 기대된다며 필자에게 삼성전자를 지금이라도 매수해야 하는지 물었다.', '그리고 코스닥지수는 10월 중순에 3개월 여 만에 650 선을 회복했고 코스 피지수는 11월 초에 4개월 여 만에 2100 선을 회복했다.', '나 아가 "" 연말에 실제로 실물 경기 지표 개선이 나타나면 내년 초까지 상승세는 이어질 것"" 이라고 전망했다.']",['증시'],168,30.952380952380953
경제,중국인 입맛 사로잡은 한국 라면…수입라면 1위,연합뉴스TV,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=422&aid=0000403610&date=20191201&type=2&rankingSectionId=101&rankingSeq=5,"['동영상 뉴스 [ 앵커] 출출 할 때 간편하게 먹을 수 있는 음식하면 라면을 떠올릴 수 있는데요 .1 인당 라면 소비량은 우리나라가 세계 최고입니다.', '게다가 한국 라면이 세계 최대 라면 시장인 중국에서 외국산 가운데 1위를 차지할 정도로 인기를 끌고 있다고 합니다.', '"" 대중문화 콘텐츠에서 시작된 한류가 라이프 스타일 전반으로 확장되면서 음식이나 의상으로 다양하게 나타나게 되는데, 그중에 대표적으로 라면도 우리나라 드라마에서 라면도 많이 나오고 먹 방도 알려 지면서…"" 코트라는 중국 중산층의 라면 수요가 늘어나는 만큼 프리미엄 라면 등 다양한 소비자 요구를 충족할 수 있는 제품 공급과 유통망 발굴이 필요 하다고 조언했습니다.']",['라면'],194,38.144329896907216
경제,"[집코노미TV] ""서울 집값 2021년 급등, 2024년 정점…2025년부터 하락""",한국경제,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=015&aid=0004250144&date=20191201&type=1&rankingSectionId=101&rankingSeq=6,"['답변을 드릴 수 있을 것 같아요.', '거품이라는 시각엔 동의 합니다.', '새로운 공급과 마찬가지인 것이죠. 네.']",['서울'],371,24.797843665768195
경제,안입는 옷 팔려고 만든 중고장터…’1조 기업’됐다,머니투데이,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=008&aid=0004317894&date=20191201&type=1&rankingSectionId=101&rankingSeq=7,"[""리 투 아니 아 에서 설립된 중고 의류 거래 플랫폼 ' 빈 티드 (Vinted)' 로고. / 사진= 빈 티드 홈페이지 리 투 아니 아 에서 설립된 중고 의류 거래 플랫폼 ' 빈 티드 (Vinted)' 로고. / 사진= 빈 티드 홈페이지 ▶ 아빠와 성이 다른 딸, 청 첩장 어떡하죠"", '▶0.000001% 부자의 금욕 생활 ▶"" 내 사고장면이 드라마에…"" [ 머니 투데이 유희 석 기자] [ 리 투 아니 아 스타트 업 \' 빈 티드 \'2008 년 설립 후 꾸준히 성장 독일· 미국 등 10여개 국 진출기업가치 1.3조원 인정 받아] 인구가 280만명이 채 안 되는 북유럽의 작은 나라 리 투 아니 아 에서 세계적인 스타트 업이 탄생했다.', ""중고 의류 거래 플랫폼인 ' 빈 티드 (Vinted)' 는 28일( 현지시간) 1억 2800만 유로( 약 1662억원) 의 투자를 유치하면서 기업가치 10억유로 (1 조 3000억원 )를 인정받았다고 밝혔다.""]",['계획'],40,25.0
경제,수원 행궁동 기묘한 '기와집 동네' 한방 먹인 독특한 집 한 채,중앙일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=025&aid=0002956896&date=20191201&type=1&rankingSectionId=101&rankingSeq=8,"['［ 사진 김 재경 작가］ 조 성 룡 건축 가가 수원시 팔달구 행궁 동에 지은 집. 동네에 원래 있었던 듯, 자연스런 집을 짓기 위해 되려 수많은 규제를 넘어야 했다.', '［ 사진 조성 룡 도시 건축］ 화성 지구단위계획에 불허 재료로 되어 있는 시멘트 벽돌과 티타늄 아연판 지붕을 썼지만 조화롭다.', '［ 사진 조성 룡 도시 건축］ 화성 지구단위계획에 불허 재료로 되어 있는 시멘트 벽돌과 티타늄 아연판 지붕을 썼지만 조화롭다.']",['건축'],81,19.753086419753085
경제,종부세 고지에 개정세법 적용도 코앞인데 안 파는 다주택자…“매물 찾기 어렵다”,조선일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=023&aid=0003490477&date=20191201&type=1&rankingSectionId=101&rankingSeq=9,"['올해 말까지 는 3년 이상 보유한 집을 팔 때는 보유기간 당 연 8% 씩, 양도 세가 최대 80%까지 감면 된다.', '2021년부터 는 주택 가격이 9억원 이하이고 보유기간 중 2년 이상 거주해야만 양도 세 비과세 대상이다.', '우 병 탁 신한 은행 부동산투자 자문 센터 팀장은 "" 앞으로 집값이 상승할 것이란 기대감이 남은 상황에서는 다 주택자들뿐 아니라 1 주택자들도 양도 세를 부담하느니 집을 팔지 않고 실 거주기간을 채우려고 할 것"" 이라며 "" 안 그래도 부동산 매물이 드문 상황에서 팔 수 있는 물건도 팔지 못하는 ‘ 매 물 잠 김 현상으로 연결될 가능성이 있다"" 고 예상했다.']",['매물'],456,25.438596491228072
경제,연봉 낮춰 이직까지…금수저 전용 `신혼특공` 논란,매일경제,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=009&aid=0004473844&date=20191201&type=1&rankingSectionId=101&rankingSeq=10,"['소득 기준이 맞벌이 부부에게 불리해 청약 때문에 일부러 직장을 그만두거나 부부 중 한 명이 연봉이 낮은 곳으로 이직하는 사례까지 나타나고 있다.1', '일 부동산업계에 따르면 최근 신혼부부들이 신혼 특공에 지원하기 위해 부부 중 한 명이 직장을 그만두거나 연봉이 낮은 직장으로 이직하는 것까지 고민하고 있다.', '신혼 특공 소득 기준은 3 인 가구 기준 부부 합산 월 최대 702만원으로 대기업 맞벌이 부부들은 신청하기 어렵지만, 외 벌이 소득 기준은 월 648만원이어서 소득이 적은 쪽이 일을 그만두면 쉽게 자격을 갖출 수 있다.']",['신혼'],259,24.71042471042471
경제,1000만 원대 시계 입고날 품절… 20대 럭셔리족 크게 늘어,동아일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=020&aid=0003256180&date=20191201&type=1&rankingSectionId=101&rankingSeq=11,"['올해 초 오프 화이트 한정판 모델을 사기 위해 줄을 선 모습. 롯데 백화점 제공 럭셔리 제품에 대한 선호가 높아 지면서 명품 품귀현상까지 벌어지고 있다.', '롯데 백화점은 2017년 5.5%에 머물렀던 럭셔리 제품 매출액 상승률이 올해 24.4% 로 늘어났다.', '신세계 백화점에 따르면 전체 연령층에서 럭셔리 제품 매출이 지난해보다 가장 많이 늘어난 연령층은 20대로 26.9% 나 증가했다.']",['브랜드'],1188,31.818181818181817
경제,무섭게 오르는 ‘펭수’ 몸값…영상 한편에 5000만원,조선일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=023&aid=0003490482&date=20191201&type=1&rankingSectionId=101&rankingSeq=12,"['/‘ 자이언트 펭 TV’ 유 튜브 캡 처 지난 27일 ‘ 펭 수’ 가 LG 생활건강이 운영하는 화장품 브랜드 숍 네이 처 컬렉션에서 제품을 판매하는 직업 체험 영상이 유 튜브에 올라왔다.', '그러나 현재 펭수의 유 튜브 채널 구독자는 100만 명을 넘어섰고 그만큼 몸값도 올랐다.', '구매력을 갖춘 20~30 대 직장인들 사이에서 폭발적인 인기를 끌고 있는 만큼 펭수를 광고 모델로 기용해 자사 제품 판매를 늘리려는 목적에서 다. 지난 27일에는 펭수가 LG 생활건강이 운영하는 화장품 브랜드 숍 네이 처 컬렉션에서 교육을 받고 제품을 판매하는 직업 체험 영상이 유 튜브에 올라왔다.']",['펭수'],175,36.0
경제,중국인 입맛 사로잡은 한국 라면…한국산 압도적 1위,중앙일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=025&aid=0002956875&date=20191201&type=1&rankingSectionId=101&rankingSeq=13,"['중국에서 인기를 끌고 있는 한국 라면. [ 사진 코트 라 웹사이트 캡 처] 중국에서 인기를 끌고 있는 한국 라면. [ 사진 코트 라 웹사이트 캡 처] 세계인 스턴트라면 협회 (WINA) 통계에 따르면 2018년 기준 전 세계 라면 판매량은 약 1036억개였다.', '[ 자료 세계라면 협회 (WINA)· 코 트라] 세계인 스턴트라면 협회 (WINA) 통계에 따르면 2018년 기준 전 세계 라면 판매량은 약 1036억개였다.', '[ 자료 세계라면 협회 (WINA)· 코 트라] 전 세계 라면 소비의 40%를 차지하는 중국에서 한국산 라면이 가장 인기를 끌고 있다는 분석이 나왔다.']",['중국'],132,32.57575757575758
경제,"공무원 늘리면 더 는다…""연금 적자 올 2조, 9년뒤 5조""",중앙일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=025&aid=0002956943&date=20191201&type=1&rankingSectionId=101&rankingSeq=14,"[""일 국회 예산정책 처가 발표한 '2019 ~2028 년 8대 사회보험( 국민· 사학· 공무원· 군인연금과 고용· 산재· 건강· 노인 장기 요양보험) 재정 전망' 보고서에 따르면 공무원연금 적자는 올해 2조 2000억원에서 2028년 5조 1000억원으로 증가할 전망이다."", '공무원연금의 제도 부양비는 올해 43.5명에서 2028년 51명으로, 군인연금은 같은 기간 51.9명에서 54.6명으로 늘어날 전망이다.', '연금이 쓰는 돈( 지출) 대비 버는 돈( 수입) 의 비율도 2028년 공무원연금 (0.8 배)· 군인연금 (0.5 배) 이 국민연금 (1.7 배)· 사학연금 (1 배 )보다 나빠질 전망이다.']",['연금'],1201,26.72772689425479
경제,이마트에선 스테이크 고기 두께가 5가지,뉴시스,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=003&aid=0009584717&date=20191201&type=1&rankingSectionId=101&rankingSeq=15,"['[ 서울= 뉴 시스] 이 마트가 스테이크 두께를 고객 맞춤형으로 판매한다고 1일 밝혔다.', '[ 서울= 뉴 시스] 이 마트가 스테이크 두께를 고객 맞춤형으로 판매한다고 1일 밝혔다.', '[ 서울= 뉴 시스] 이 예 슬 기자 = 이 마트는 스테이크 두께를 고객 맞춤형으로 판매한다고 1일 밝혔다.']",['스테이크'],52,23.076923076923077
경제,외국인 11월 국내주식 3.5조 순매도…넉 달 연속 '팔자',연합뉴스,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=001&aid=0011248294&date=20191201&type=1&rankingSectionId=101&rankingSeq=16,"['일 한국 거래소에 따르면 11월 중 외국인은 국내 주식시장( 코스 피+ 코스닥+ 코넥스 )에서 3조 5천 483억원 어치의 주식을 순매도( 매도- 매수) 했다.11', ""외국인 ' 팔자' 로 코스닥시장에서 외국인의 주식 보유 비중은 연중 최저로 하락했다."", '지난달 28일 현재 외국인의 주식 보유 규모는 23조 5천 283억원에 그쳐 코스닥시장 전체 시 총 (228 조 9천 87억원) 의 10.28% 로 연중 최저를 기록했다.']",['외국인'],251,25.89641434262948
경제,"[당신뉴스] 새 차 받자 '경고등'…""2번 더 고장나면 오세요?""",MBC,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=214&aid=0000997519&date=20191201&type=2&rankingSectionId=101&rankingSeq=17,"[""올해 첫 시행된 ' 한국형 레몬 법 '에 선, 안전· 하자 심의 위원회의 중재로 교환· 환불 결정을 내릴 때, 중대 하자가 두 번 이상, 일반 하자가 세 번 이상 발생해 수리해야 한다고 규정했습니다."", '[ 최 모 씨/ 지프 차량 구매자]""( 업체에선) 이것은 안전 상의 문제가 되지 않는다, 레몬 법 적용하고 있지 않기 때문에 그런 문제 있다 하더라도 교환· 환불은 어렵다…"" 소비자 불만이 잇따르자, 국토 교통부는 차량 교환· 환불의 요건을 소비자 권익을 보호하는 방향으로 개선을 검토하겠다고 밝혔습니다.', '']",['차량'],273,30.4029304029304
경제,종부세 파장…다주택자 '똘똘한 한 채' 갈아타기 시작되나,연합뉴스,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=001&aid=0011248576&date=20191201&type=1&rankingSectionId=101&rankingSeq=18,"[""서울 남산에서 바라본 서울 아파트 전경 [ 연합 뉴스 자료사진] 서울 남산에서 바라본 서울 아파트 전경 [ 연합 뉴스 자료사진] 종 부세 ' 역시 똘똘한 한 채' (PG) 종 부세 ' 역시 똘똘한 한 채' (PG) 일시적 2 주택자 보유 대신 매도 전환, 양도 차익 적은 주택부터 매각 조짐 강남 호가 강세 지속…' 종 부세 매물' 기대감에 매수 문의, 거래는 주춤( 서울= 연합 뉴스) 서 미숙 기자 = 지난 2016년 말 양천구 목동 아파트를 매입하면서 기존 잠실 아파트와 합해 2 주택자가 된 직장인 박 모 (57) 씨는 최근 10년 넘게 보유한 잠실 아파트를 매도했다."", '최근 집값이 계속 오르면서 당초 목동과 잠실 아파트 2채를 모두 보유할 생각이었으나 일시적 2 주택 양도 소득세 비과세 기한 (3 년) 을 한 달 앞두고 결국 기존주택 매도로 돌아선 것이다.', '주택 이상 보유자는 종부 세율이 더 높고 세 부담 상한도 큰 만큼 양도 세 부담이 없거나 적은 주택을 팔아 주택 수를 줄이는 것이다.']",['주택'],102,30.392156862745097
경제,연예 마켓+ㅣ 'EBS연습생→100만 유튜버' 펭수의 놀라운 경제 효과,한국경제,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=015&aid=0004250205&date=20191201&type=1&rankingSectionId=101&rankingSeq=19,"[""올해 9월 EBS 인기 캐릭터 번개 맨, 방귀 대장 뿡뿡이, 뚝 딱이, 뽀로로 등이 총출동한 ' 육대' (EBS 육상 선수권 대회) 가 입소문을 타기 시작하면서 알려 진 펭수는 단 2 달 만에 100만 구독자 수를 돌파하며 ' 골든 펭귄' 이 됐다."", '지난 28일 판매를 시작한 펭 수 다이어리는 3시간 만에 예스 24에서만 1만 부를 팔아 치웠다.', '또 한 펭수가 올해 9월부터 인기가 급성장하기 시작한 만큼 기존의 인기 캐릭터인 번개 맨, 방귀 대장 뿡뿡이 등의 매출과 비교하는 것도 "" 힘들다"" 고. 다만 펭수의 인기와 함께 EBS의 수 신료를 현실화해야 한다는 여론이 조성된 건 구성원들도 반기는 분위기라고 귀띔했다.EBS']",['펭수'],52,36.53846153846153
경제,"요즘 대기업, 직원 휴게실에 돈 쏟아붓는 이유는",조선일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=023&aid=0003490479&date=20191201&type=1&rankingSectionId=101&rankingSeq=20,"['/ 제일기획 제공 서울시 용산구 아모레 퍼시픽 본사에 있는 미술관. 직원들에게는 무료로 개방된다.', '/ 안 소영 기자 서울시 용산구 아모레 퍼시픽 본사에 있는 미술관. 직원들에게는 무료로 개방된다.', '직원들의 휴식을 위해 마사지 실을 마련한 기업도 속속 나온다.']",['직원'],33,27.27272727272727
경제,"짐 로저스 ""2008년보다 더 큰 경제 위기 곧 온다""",한국경제,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=015&aid=0004250364&date=20191201&type=1&rankingSectionId=101&rankingSeq=21,"['신경 훈 기자 khshin@hankyung .com 짐 로저스 로저스 홀 딩스 회장은 지난 28일 한국경제신문과 만 나 ""2020 년 큰 경제 위기가 올 것"" 이라고 말했다.', '신경 훈 기자 khshin@hankyung .com 짐 로저스 로저스 홀 딩스 회장은 지난 28일 한국경제신문과 만 나 ""2020 년 큰 경제 위기가 올 것"" 이라고 말했다.', '신경 훈 기자 khshin@hankyung .com 짐 로저스 로저스 홀 딩스 회장은 지난 28일 한국경제신문과 만 나 ""2020 년 큰 경제 위기가 올 것"" 이라고 말했다.']",['한국'],191,27.225130890052355
경제,"고소득 10명중 8명 극장 갈때, 저소득 7명은 근처도 못갔다",중앙일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=025&aid=0002956890&date=20191201&type=1&rankingSectionId=101&rankingSeq=22,"['고소득층 가운데 지난 1년 간 해외여행을 경험한 사람의 비중은 2011년 39.9%에서 올해 51.9% 로 증가했습니다.', '고소득 계층 중 문화· 예술· 스포츠 콘 텐트를 경험한 사람의 비중도 2011년 81.8%에서 올해 85.9% 로 증가했습니다.', '저소득 계층 가운데 문화· 예술· 스포츠 콘 텐트를 경험한 사람의 비중은 2011년 23.1%에서 올해 29.3% 로 올랐지만 여전히 30%를 밑돕니다.']",['소득'],82,23.170731707317074
경제,"줄서서 먹고, 3개월 기다려서 먹고…日 수출규제에도 잘 나가는 일식",조선일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=023&aid=0003490442&date=20191201&type=1&rankingSectionId=101&rankingSeq=23,"[""시 카 노이에 대표 메뉴인 명란 새우 오 므 라이스( 사진 오른쪽) 와 아보카도 명란 마요 밥 정식. / 이 나라 인턴기자 시 카 노이에 대표 메뉴인 명란 새우 오 므 라이스( 사진 오른쪽) 와 아보카도 명란 마요 밥 정식. / 이 나라 인턴기자 그래픽= 이민 경 그래픽= 이민 경 1971년 백화점 식당 1호로 문을 열었던 까사빠보의 당시 모습. / 신세계 백화점 제공 1971년 백화점 식당 1호로 문을 열었던 까사빠보의 당시 모습. / 신세계 백화점 제공 서울 청담동 ' 스시 코 우지 '를 운영하는 일본인 요리 사 코 우지 나 카 무라"", '신선한 재료, 스킬만 있으면 됩니다.', '노 희경 조선대 식품 영양학과 명예교수는 한국식생활문화학회에 낸 논문에서 "" 맛과 동시에 건강을 생각하는 음식, 소식( 小食 )으로 음식문화가 점차 바뀌어 가고 있다 ""며 "" 일식은 이런 최근 움직임에 가장 적합하다"" 고 말했다.']",['최근'],2917,22.591703805279398
경제,매물 귀하고 전셋값 뛰고…불안한 서울 집값,연합뉴스TV,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=422&aid=0000403655&date=20191201&type=2&rankingSectionId=101&rankingSeq=24,"['동영상 뉴스 [ 앵커] 정부의 잇단 부동산 대책에도 서울 집값은 계속 오르고 있습니다.', '[ 기자] 부동산 규제를 확대한 정부는 연말부터 집값 안정 효과가 가시화할 것으로 보고 있습니다.', '연합 뉴스 TV 배 삼진입니다.']",['집값'],231,28.13852813852814
경제,"""출근 후 집도, 싫증 난 옷도 다 돈입니다"" 부수입 쏠쏠",조선일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=023&aid=0003490476&date=20191201&type=1&rankingSectionId=101&rankingSeq=25,"['개인 사업자 유 지은 씨의 집. 유씨는 촬영 장소 중개 플랫폼 ‘ 아 워 플레이스 ’를 통해 월 50만원 이상의 부수입을 얻는다고 했다.', '/ 스튜디오 오 밀리 개인 사업자 유 지은 씨의 집. 유씨는 촬영 장소 중개 플랫폼 ‘ 아 워 플레이스 ’를 통해 월 50만원 이상의 부수입을 얻는다고 했다.', '']",['플랫폼'],15,40.0
경제,나랏빚 1초에 200만원씩 늘어···공포의 '악어 입 그래프' 온다,중앙일보,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=025&aid=0002956936&date=20191201&type=1&rankingSectionId=101&rankingSeq=26,"['일 국회 예산정책 처의 국가 채무 시계에 따르면 1일 오전 11시 기준으로 우리나라 국민 1 인당 부담해야 할 국가 채무는 1418만 9883원으로 집계됐다.', '여기에 올해 본예산 기준 지방정부 순 채무 전망치 (30 조원 )까지 감안 해 단위 시간별 국가 채무 변동을 계산하면 1초에 199만 5400 원씩 나랏빚이 증가할 전망이라고 예정 처는 내다봤다.', '우리나라의 국가 채무는 1997년에 60조원 수준이었지만 1998년 외환위기 이후 재정지출 규모가 확대되면서 빠르게 증가하고 있다.']",['채무'],498,24.29718875502008
경제,다시 무주택자 된 김의겸…돈도 명예도 날린 청와대 전 대변인,디지털타임스,https://news.naver.com/main/ranking/read.nhn?rankingType=popular_day&oid=029&aid=0002571095&date=20191201&type=1&rankingSectionId=101&rankingSeq=27,"['김의 겸 전 대변인이 페이스 북을 통해 흑석동 집을 팔고 매각 차익은 전액 기부하겠다고 밝혔다.', '', '♨ HOT!! 포 토 [ 디지털 타임스 박상 길 기자] 김의 겸 전 청와대 대변인이 전 재산을 털어 구매한 흑석동 집을 팔고 다시 무주택자로 돌아간다.']",['흑석동'],403,22.332506203473944
